sentence,Is not valid,Annotations,Paper's Tags,Predicted Tags
اختلاف نظر بین دو اقتصاد نخست جهان بر سر مسایل تجاری از دو سال پیش اغاز شده اما اکنون دامنه ان از مباحث تجاری به مناقشات حوزه مالی و تکنولوژی کشیده شده است,,B I B B I I I B I B I B B I I B I B B B I B B I B B I I I I B I I,B-NP I-NP O B-NP I-NP I-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP O O O O B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I B I B I I I I I I I I I I I I I I B I
6 و ایذه با 20,1,,I-NP O B-NP O B-NP,B I I I B
ريیس اداره سرباز ستاد کل نیروهای مسلح گفت معرفی به پلیس + تنها برای تعیین تکلیف وضعیت خدمت وظیفه عمومی است و قرار نیست به خدمت اعزام شوند,,B I I I I I I B B I I I B B B I I I I I B B B I B B B I,B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O O O O O B-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I
به گزارش خانه ملت در پی نامه علیرضا منادی سفیدان ريیس کمسیون اموزش تحقیقات و فناوری مجلس به ريیس جمهور مبنی بر تحویل سیم کارت های کنترل شده رایگان به دانش اموزان برای سال تحصیلی جدید دفتر ريیس جمهور خطاب به وزیر ارتباطات و فناوری اطلاعات دستور بررسی و اقدام این نامه را صادر کرد,,B B I I B I B I I I I I I I I I I I I I B I B I I I I I I I I I B B I I B I I B I B I I I I B I I I I I B B I,O B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I
نرخهای بهره پایینتر ارزش دلار و بازده اوراق قرضه را پایین نگه می دارد و جذابیت طلا که بازدهی ندارد را افزایش می دهد,,B I I B I B B I I B B I I I B B I B B B B B I I,B-NP I-NP I-NP B-NP I-NP O B-NP I-NP I-NP O O O O O O B-NP I-NP O B-NP O O O O O,B I I I I I I I I I I I I I I I I I I I I I I I
به اعتقاد این کارشناس بازار سرمایه در ادامه هفته افزایش نرخ دلار محرک اصلی بازار شد,,B B I I I I B I B B I I B I I B,O B-NP I-NP I-NP I-NP I-NP O O B-NP B-NP I-NP I-NP B-NP I-NP I-NP O,B I I I I I I I I I I I I I I I
پپ گواردیولا شدن که فقط با بستن شال گردن و شلوار لوله تفنگی و زانو زدن کنار زمین نمی شود,,B I I B B B B I I B B I I B B I I I B I,B-NP I-NP I-NP O O O B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I
ایا پشت پرده اتفاقات دیگری در جریان است,,B B I B I B I I,O B-NP I-NP B-NP I-NP O O O,B I I I I I I I
"""",1,,B-NP,B
1 درصد افزایش نسبت به ماه قبل یک دو میلیون و 940 هزار نفر رسیده و جمعیت شاغلان نیز در المان در ماه ژويیه با 0,1,,I-NP I-NP I-NP O O B-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O O B-NP O B-NP I-NP O B-NP,B I I I I I I B I I I I I I I I I I I I I I I I I I
54 درصدی را تجربه کرد و در سطح 473,1,,I-NP I-NP O O O O O B-NP I-NP,B I I I I I I I I
ده نمکی در وبلاگش نوشت اخرین مطلبی است که در مورد اخراجی ها می نویس,1,,I-NP I-NP O B-NP O B-NP I-NP O O O O B-NP I-NP O O,B I I I I I I I I I I I I B I
یکی از موارد از این دست مربوط به مردی است که شهروند دیگر چینی را به دلیل نداشتن ماسک در سوپرمارکت مورد ضرب و شتم قرار داده است,,B I I B I I B I B B B B I I B B I B I B B B B I I B I I,B-NP I-NP I-NP O O O O O B-NP O O B-NP I-NP I-NP O O O B-NP I-NP O B-NP O B-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I
لاری ادامه داد خوشبختانه تا کنون 316 هزار و 638 نفر از بیماران بهبود یافته و یا از بیمارستانها ترخیص شده اند,,B B I B B I B I I I I B B B I B B B B B I I,B-NP O O O O O B-NP I-NP I-NP I-NP I-NP O B-NP O O O O O B-NP O O O,B I I I I I I I I I I I I I I I I I I I B I
8 و 2 میلیون واحدی به عنوان مقاومت قوی ارزیابی شده و شکسته شدن این سطوح دور از ذهن نیست,,B I I I I B I B I B I B B I I I B I I I,I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O O O B-NP I-NP I-NP I-NP O O O O,B I B I I I I I I I B I I I I I I I I I
ابو اسامه تصریح کرد امروز سخنرانی اعضای مجلس قانونگذاری فلسطین را شنیدند و انان همه یک سخن و حرف داشتند و ان این است که گمان نکنید می توانید درون گروه ها و مردم ما تفرقه بیاندازید بلکه مردم ما همچنان مصمم هستند جلوی شما بایستند و محاصره غزه را هم خواهند شکست,,B I B I B B I I I I B B B B B B I I I B B B B B B B I B I B I I I I I B I B B I B B I B B B B B I B B B I,B-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP O O O B-NP B-NP B-NP I-NP I-NP I-NP O O B-NP B-NP O O O O O O B-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP O O O O B-NP O O B-NP I-NP O O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I
18 به 1,1,,I-NP O B-NP,B I B
بازپرس دستورات لازم را می دهد و ماموران که ضابطان دادگستری هستند تلاش برای دستگیری متهم یا متهمان را اغاز می کنند,,B B I B B I B B I I I I B I I I I I B B I I,B-NP B-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O O O O,B I I I I I I I I I I I I I I I I I I I I I
ريیس اتحادیه تولیدکنندگان و بافندگان فرش دستباف در خصوص تامین مواد اولیه در داخل هم گفت اکثر مواد اولیه ما از ابریشم گرفته تا نخ و پشم از خارج وارد می شود و این در حالی است که این ظرفیت در کشور وجود دارد تا حداقل از پشم گوسفندان بتوانیم استفاده کنیم و پشم گوسفندان در ذبح های سنتی و بخشی در کارخانه ای دباغی نابود نشود,,B I I I I I I B I B I I I I B B B I I I B B B B B B B B B B I I B B B I B B B I B B B I B B B B I B B I B B I B B I I B B B B I I B I,B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O B-NP O O B-NP O B-NP O B-NP O O O O B-NP O O O O B-NP I-NP O B-NP O O O O O B-NP I-NP O O O O B-NP I-NP O B-NP I-NP I-NP O B-NP O B-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
او افزود بعد از ایام سوگواری تاسوعا و عاشورا قیمت طلا و سکه در بازار با روند صعودی مواجه بود که از جمله دلایل ان می توان به افزایش اونس جهانی و نرخ ارز در بازار داخلی اشاره کرد که در طی این هفته به طور میانگین حدود 48 دلار اونس جهانی نوسان داشت اما روند بازار در اخرین رو هفته تغییر کرد و کاهش یافت,,B B B I B I I I I B I I I B B B B I B I B B I B I B I B B I I I I I B B I B I B B I B I B I I B B I I I B I B B I B B I I B I B B I,B-NP O O O B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP O B-NP O B-NP I-NP O O O O O B-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O O O O B-NP I-NP O O O O B-NP I-NP I-NP I-NP O O O B-NP I-NP O B-NP I-NP I-NP O O O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I
انها در این بین مشغول جست وجو در خانه شدند,,B B B I B B I B B B,B-NP O B-NP I-NP O B-NP I-NP O B-NP O,B I I I I I I I I I
او ادامه داد بعد از این حادثه بلافاصله به ما تماس گرفته می شود و سریعا یک تیم امداد و نجات با تجهیزات کامل در نیمه های شب به سمت محل حادثه اعزام کردیم,,B B I B I B I B B B B I I I B B B I I I I B B I B B I I B B I I I B,B-NP O O O O B-NP I-NP O O B-NP O O O O O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
وی با بیان اینکه واکسن ها عموما در کودکان تاثیر خوبی دارد ولی در افراد مسن ممکن است به دلیل وضعیت ایمنی بدن این افراد ایمنی کامل ایجاد نکند افزود همان طور که می دانید اغلب مرگ و میر ناشی از بیماری کرونا در افراد مسن بوده و اگر واکسن در افراد مسن موثر نباشد مشکل عمده ای را ایجاد خواهد کرد,,B B B B B I B B B B I B B B B I B I B I B I I I I B I B I B B I I B I B I I I I I I I B B I B B B B B B I B I B I I B B I I,B-NP O B-NP O B-NP I-NP O O B-NP B-NP I-NP O O O B-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP B-NP I-NP O O O O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O O B-NP O B-NP I-NP O O B-NP I-NP I-NP O O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
راز سر به مهر قتل پزشک عبدالرضا سود از دانشیار دانشگاه علوم پزشکی تهران و از پزشکان بخش بیماری های عفونی بیمارستان امام خمینی ( بود که قتل او جنجالی شد,1,,B-NP I-NP I-NP I-NP B-NP I-NP I-NP B-NP O B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I B B B I I I I
روابط عمومی بنیاد مستضعفان در پاسخ به «شرق» درباره دلیل ورود به روستای ابوالفضل اعلام می ‎كند: «اقدام عصر دیروز به دنبال اجرای رای کمیسیون ماده 100 و حکم قضايی صادره انجام شد که بنیاد مستضعفان به محض اطلاع از موضوع درخواست کرد تا اجرای حکم قضايی درباره این اراضی متوقف شود,,B I I I B B I I B B I I I I B I I B I I B I B I I I I I I I I B I B B I B I B I I B I B B I I I I I B I,B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP O O B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I
طبق گفته متخصصان کلینیک مایو ازمایش های انتی ژن با شناسایی پروتيین های خاص کرونا کار می کنند و سریعتر عمل می کنند اما احتمال افزایش نتایج منفی کاذب در انها وجود دارد,,B I I I I B I I I B B I I I I B I I B B B I I B B I I I I B B B I,B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O O O O O O O B-NP I-NP I-NP I-NP I-NP O B-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
در میان راه نباید توقف کرد و اگر توقفی صورت بگیرد شکست قطعی است,,B B I B B I B B B B I B B I,O O B-NP O O O O O B-NP O O B-NP O O,B I I I I I I I I I I I I I
از طرفی پذیره نویسی صندوق «دارا دوم» نیز دیگر محرک بازار سهام در نظر گرفته می شود,,B I B I I I I B B I I I B I I I I,O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O O O O,B I I I I I I I I I I I I I I I I
به عبارت دیگر هر ایرانی نرخ تورم مخصوص به خود را دارد,,B B I B I B I I I I B B,O B-NP I-NP B-NP I-NP B-NP I-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I
ساعت از 2بامداد گذشته و اقای روزنامه نگار در خواب بود که صدای نگهبان را شنید,,B B B B B B I I B I I B B I B B,B-NP O B-NP O O B-NP I-NP I-NP O O O O B-NP I-NP O O,B I I I I I I I I I I I I I I I
با گذشت زمان محققان دریافتند که پاسخ ضعیف لنفوسیت های تی در مردان منجر به وخیم شدن بیماری می شود,,B B I B B B B I I I I B B B I I I I I I,O B-NP I-NP B-NP O O B-NP I-NP I-NP I-NP I-NP O B-NP O O B-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I
بتوانید این را واردش کنید خیلی خوب است,,B B B B B B I B,O B-NP O B-NP O O O O,B I I I I I I I
دلبری در باره تغییرات بازار سرمایه افزود در مدت اخیر عرضه های اولیه زیادی در بازار سرمایه ارايه شده است و صندوق های درامد ثابت باید سهام های خودرو می فروختند که از طرف دیگر اعتبار کارگزاری ها کاهش یافت که در مجموع سبب شد در یک ماه اخیر طرف تقاضا در بازار جوابگوی میزان عرضه نباشد چراکه روزانه حدود 1200 میلیارد تومان نقدینگی وارد بازار می شد که جوابگوی این میزان جریان نقدینگی نبود و این روند منجر به دوران اصلاح قیمت سهام ها شد,,B B I B I I B B B I B I I I B B I B I I B B I I I B B I I B I B B I I B I I B I B B I B I B B I I B I B B B I I B B B B I I I I B B B I B B I I I I B B B I B I B I I I I B,B-NP O O B-NP I-NP I-NP O O B-NP I-NP B-NP I-NP I-NP I-NP O B-NP I-NP O O O O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O O O O O B-NP I-NP I-NP O O O O O O O O B-NP I-NP I-NP B-NP I-NP O B-NP B-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP O B-NP O O O B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
azmoon,1,,I-NP,B
5,1,,O,B
استاندار بوشهر بر توجه به توسعه بخش اورژانس بیمارستان شهید گنجی برازجان تاکید کرد و گفت در این راستا از همکاری دانشگاه علوم پزشکی بوشهر در تحقق این مهم قدردانی می شود,,B I B B I I I I I I I I B I B B B B I B B I I I I I I I I B I I,B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
کانون اصلی شیوع ویروس کرونا شهر ووهان چین است,,B I I I I B I I B,B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP O,B I I I I I I I I
در ایران نیز طرح اجباری استفاده از ماسک به اجرا گذاشته شده است,,B B B B I I I I B B B I I,O B-NP O B-NP I-NP I-NP I-NP I-NP O B-NP O O O,B I I I I I I I I I I B I
به نوشته یورونیوز کمیسر تجارت اتحادیه اروپا قبل از استعفا تحت فشار ريیس کمیسیون اروپا ( ارزو فن در لاین بیانیه ای چهار صفحه ای در باره دیدار از کشورش طی روزهای 31 ژويیه تا 21 اوت منتشر کرد و در ان به شرح انچه در انجا انجام داده پرداخت,1,,O B-NP I-NP B-NP I-NP I-NP I-NP O O B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O O O O B-NP O B-NP I-NP I-NP I-NP I-NP I-NP O,B B I I I I I I B I I I I I I B B I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I
